mission_id,frame,label_idx,pixel_x,pixel_y,heading_label_deg,lat,lon,axis_bearing_deg
F1,16,2,1628,1232,264.0,-0.003378535962176391,36.8819356891564,-153.05576174190037
F1,16,3,1666,1166,260.0,-0.0033655778841441154,36.88192913979968,-157.0385616071403
F1,17,0,1633,1177,258.0,-0.003371634283031349,36.88192693962297,-159.0289341054999
F1,17,1,1608,1240,244.0,-0.0033822005419123563,36.88193435865486,-172.94704978797566
F1,17,2,1570,1424,205.0,-0.0034074607363786045,36.88195965308773,148.2723978814107
F1,17,3,1962,1334,110.0,-0.003335386307457854,36.881985950457384,52.91504388996297
F1,18,0,1619,1174,249.0,-0.0033759364942019606,36.88192525456636,-167.97863800820556
F1,18,1,1606,1243,270.0,-0.0033852091581385957,36.881934869425315,-147.07582124820712
F1,18,2,1554,1441,246.0,-0.0034141679064110093,36.881960938048074,-170.95990954120666
F1,18,3,1965,1331,104.0,-0.0033369697563864396,36.88198602587488,46.90804633959323
F1,19,0,1970,1334,92.0,-0.003336642894618584,36.88198592279483,34.91915837823028
F1,19,1,1543,1449,221.0,-0.0034169211558146393,36.881959972334116,164.2011101790501
F1,19,2,1586,1232,265.0,-0.0033874209030022315,36.88192995342068,-152.05960267408665
F1,19,3,1630,1166,256.0,-0.003373503261825683,36.88192402540777,-161.01868312961295
F1,20,0,1608,1177,266.0,-0.0033761680182870057,36.8819220909644,-151.06325031750976
F1,20,1,1575,1238,266.0,-0.003387805184245659,36.88192836382473,-151.06325041133402
F1,20,2,1540,1460,238.0,-0.0034165472956524533,36.881960005479456,-178.90736203330528
F1,20,3,1973,1334,103.0,-0.00333416266384795,36.88198482986162,45.90769382756233
F1,21,0,1970,1339,106.0,-0.0033337163780350625,36.881982756627046,48.9094527638157
F1,21,1,1534,1468,235.0,-0.003416893557083755,36.88195809814271,178.11271010289462
F1,21,2,1573,1235,276.0,-0.0033863649294499257,36.88192512329483,-141.08822753952788
F1,21,3,1575,1177,261.0,-0.00337999827207527,36.88191611672793,-156.04312675329848
F1,22,0,1559,1177,241.0,-0.003382451805893933,36.88191218705952,-175.92735421952725
F1,22,1,1556,1240,280.0,-0.0033894996665794143,36.881921884352,-137.09195745484612
F1,22,2,1532,1465,234.0,-0.0034167953445604776,36.88195514170676,177.11938087872804
F1,22,3,1965,1334,97.0,-0.0033338894366359236,36.88197917180605,39.91049289429953
F1,23,0,1965,1331,99.0,-0.0033355694419474977,36.88197901607601,41.90862683953318
F1,23,1,1523,1473,239.0,-0.0034210615020526065,36.881955801383384,-177.9140457111851
F1,23,2,1532,1224,254.0,-0.0033936626065556755,36.88191717811126,-163.00785854025122
F1,23,3,1548,1177,258.0,-0.003386203775975319,36.88191136876891,-159.02893415553316
F1,24,0,1554,1177,258.0,-0.003386402252168323,36.88191255459862,-159.02893415554408
F1,24,1,1532,1227,264.0,-0.0033951334115649846,36.88191821916689,-153.0557617421372
F1,24,2,1515,1476,240.0,-0.00342381172458759,36.88195601398062,-176.9207125161863
F1,24,3,1970,1334,97.0,-0.0033362406110032062,36.881980574918146,39.910492976229186
F1,25,0,1968,1334,95.0,-0.0033359511441894284,36.88198013759421,37.913280774916466
F1,25,1,1523,1476,248.0,-0.00342192298586669,36.88195661222968,-168.97248024254998
F1,25,2,1532,1227,271.0,-0.0033945240903697775,36.88191798895756,-146.07843975369158
F1,25,3,1545,1180,252.0,-0.0033875450413615475,36.88191186894331,-164.9965128796096
F1,26,0,1551,1177,255.0,-0.003386699539026038,36.88191317724117,-162.01333931844542
F1,26,1,1537,1227,270.0,-0.0033941512808970398,36.881919670267834,-147.07582133794276
F1,26,2,1510,1484,248.0,-0.003425262907618858,36.88195770036118,-168.97248024258556
F1,26,3,1962,1331,100.0,-0.003337024768142482,36.881980203204456,42.90804254493431
F1,27,0,1562,1177,259.0,-0.0033840007183821843,36.881913021769584,-158.03382881054068
F1,27,1,1515,1232,291.0,-0.0033972513336666416,36.88191689168825,-126.08298869588516
F1,27,2,1466,1580,193.0,-0.0034413685839694403,36.88196709946955,136.29225655166002
F1,27,3,1970,1339,101.0,-0.003335639770862781,36.8819810079136,43.90769200788554
F1,28,0,1556,1177,267.0,-0.0033840598737206367,36.88191291966506,-150.06670010776548
F1,28,1,1543,1232,283.0,-0.003391872964521034,36.88192031053193,-134.09230617204562
F1,28,2,1460,1660,176.0,-0.00344976815722887,36.88197970589123,119.26382917081878
F1,28,3,1984,1331,110.0,-0.00333166634059489,36.881981706102465,52.91504385770871
F1,29,0,1970,1331,105.0,-0.00333363960018562,36.881979462976126,47.90863286368771
F1,29,1,1455,1663,167.0,-0.0034506148377751933,36.88197887135034,110.22452073363723
F1,29,2,1507,1227,299.0,-0.003396843346187124,36.88191499486211,-118.05945067905425
F1,29,3,1554,1180,266.0,-0.00338442677269484,36.881912395796064,-151.06325031763566
F1,30,0,1543,1180,264.0,-0.0033869579066101324,36.88191098450047,-153.0557616942826
F1,30,1,1512,1224,289.0,-0.003396502879379034,36.881914763913585,-128.0866976357399
F1,30,2,1455,1660,188.0,-0.0034510740069206712,36.881978122615315,131.29072981608337
F1,30,3,1973,1328,98.0,-0.003333618987758954,36.881979024913,40.90944395540669
F1,31,0,1981,1336,88.0,-0.003335091246191885,36.88198102797212,30.930052136577743
F1,31,1,1488,1693,111.0,-0.003451154466185994,36.88198668602137,53.9170113312211
F1,31,2,1510,1221,279.0,-0.0033984276022549376,36.88191398397734,-138.09137316038243
F1,31,3,1540,1177,270.0,-0.0033890425566767404,36.88191010100693,-147.07582129284145
F1,32,0,1532,1172,270.0,-0.0033901183842229865,36.88190764901843,-147.0758212928439
F1,32,1,1507,1221,262.0,-0.003399225069967765,36.88191284405823,-155.04751869694744
F1,32,2,1575,1740,117.0,-0.0034424584822628328,36.88200233251842,59.93341188849307
F1,32,3,1984,1334,88.0,-0.003334720640312423,36.88198019168365,30.9300521365906
F1,33,0,1979,1328,110.0,-0.003333255583155791,36.88197761248963,52.915043825410145
F1,33,1,1567,1745,107.0,-0.003442620014142464,36.882001190074845,49.91050519367912
F1,33,2,1521,1229,273.0,-0.0033961809693238993,36.88191445644499,-144.08302401566777
F1,33,3,1523,1177,273.0,-0.003390439843293327,36.88190640301756,-144.08302397207103
F1,34,0,1523,1174,269.0,-0.003390213457538671,36.88190497421207,-148.07298949212733
F1,34,1,1510,1224,267.0,-0.0033975052722189873,36.881911570796056,-150.06670010812581
F1,34,2,1992,1323,107.0,-0.0033307416334738536,36.88197721221589,49.910505197611954
F1,34,3,1575,1737,118.0,-0.0034405929347420925,36.88199979544487,60.93688072271394
F1,35,0,1575,1745,105.0,-0.003442223179995118,36.882002980641,47.90863282394877
F1,35,1,1507,1229,281.0,-0.003399302533372192,36.881913968750546,-136.09230795336023
F1,35,2,1521,1177,307.0,-0.0033916422810531277,36.881907158010705,-110.023490868621
F1,35,3,1984,1331,129.0,-0.003333651296252639,36.88197956895361,71.98713285557332
F1,36,0,1987,1334,124.0,-0.0033347459755906717,36.881982773050495,66.961725742718
F1,36,1,1499,1166,297.0,-0.0033952755670225566,36.881905549183,-120.06658810562747
F1,36,2,1521,1224,277.0,-0.0033978039718203217,36.88191704112511,-140.08950702379062
F1,36,3,1575,1748,98.0,-0.0034437976409052774,36.882005874065975,40.90944399209316
F1,37,0,1562,1748,104.0,-0.0034448487733673835,36.88200671419278,46.90804629922819
F1,37,1,1510,1224,283.0,-0.0033985352499008945,36.8819180883665,-134.09230617208814
F1,37,2,1510,1172,305.0,-0.003393113978251718,36.88190982782446,-112.03350832034356
F1,37,3,1987,1336,116.0,-0.0033339265650214854,36.88198527713534,58.93014705393592
F1,38,0,1981,1339,120.0,-0.0033345806604288993,36.8819876224338,62.944413295408495
F1,38,1,1490,1166,291.0,-0.003395068757312796,36.88190929361152,-126.08298866377937
F1,38,2,1504,1224,252.0,-0.0033988765796362304,36.88191995709522,-164.9965128797774
F1,38,3,1565,1742,107.0,-0.0034431252270422865,36.88200856179773,49.91050519370165
F1,39,0,1575,1740,106.0,-0.003441248203642201,36.88201083285077,48.90945279520286
F1,39,1,1504,1221,251.0,-0.003398494572919254,36.88192103371867,-165.99066165097673
F1,39,2,1501,1161,252.0,-0.0033927190410499982,36.881911191652115,-164.99651282813494
F1,39,3,1984,1334,130.0,-0.0033335103616917885,36.881988692016,72.99265595042743
F1,40,0,1992,1336,116.0,-0.003331928304880576,36.88199021071809,58.93014705397329
F1,40,1,1501,1166,267.0,-0.0033927291674366042,36.88191235846554,-150.0667001078554
F1,40,2,1507,1232,278.0,-0.003398650449077859,36.881923464343465,-139.09055600424753
F1,40,3,1575,1740,112.0,-0.003440737053908688,36.882011205381296,54.91920242585603
F1,41,0,1565,1737,105.0,-0.003440832339949421,36.88200882916516,47.90863282406789
F1,41,1,1992,1339,132.0,-0.003331049850358197,36.88198982321442,75.00409087835607
F1,41,2,1490,1227,282.0,-0.003399656715005362,36.88192004551307,-135.09242426750455
F1,41,3,1488,1166,290.0,-0.003393617000721373,36.881910148147234,-127.08495614081808
F1,42,0,1488,1166,313.0,-0.003394050134307255,36.88191054645464,-103.99001128475972
F1,42,1,1493,1227,280.0,-0.003399610067019123,36.88192075449237,-137.09195749405114
F1,42,2,1575,1745,106.0,-0.003440500243420192,36.88201153389819,48.90945276002896
F1,42,3,1998,1342,126.0,-0.0033308361864718213,36.88199131943536,68.97142150364186
F1,43,0,1995,1342,119.0,-0.003330242800403352,36.8819915762658,61.9405493442419
F1,43,1,1471,1155,331.0,-0.0033945489214443755,36.88190760606052,-85.87246323807585
F1,43,2,1493,1221,276.0,-0.0033979113680343747,36.881920368855255,-141.08822758118313
F1,43,3,1567,1748,82.0,-0.0034410192589773305,36.88201174951187,24.952481252790058
F1,44,0,1570,1740,81.0,-0.003439316863095752,36.882012879588046,23.956873244584774
F1,44,1,1490,1227,287.0,-0.0033986281084332527,36.88192310157972,-130.08949480173797
F1,44,2,1466,1155,266.0,-0.0033949599848805286,36.88190917853093,-151.0632503644218
F1,44,3,1987,1339,112.0,-0.0033308208797396626,36.881992361494575,54.919202398867746
F1,45,0,1444,1147,255.0,-0.003398988440220985,36.881906370502556,-162.0133393185536
F1,45,1,1488,1229,272.0,-0.0034005005721998464,36.88192395326312,-145.08084166588668
F1,45,2,1570,1742,106.0,-0.0034408694724808986,36.882013938386045,48.90945279521905
F1,45,3,2006,1353,114.0,-0.003330585935189361,36.88199729416021,56.92424479671093
F1,46,0,2003,1353,109.0,-0.0033327472458204695,36.88199699911896,51.913302330150806
F1,46,1,1438,1155,248.0,-0.003402463574216378,36.88190703564202,-168.9724801898756
F1,46,2,1482,1221,279.0,-0.003402307622610872,36.88192207669736,-138.09137320020713
F1,46,3,1567,1737,106.0,-0.0034425095069919717,36.882012849061915,48.90945279520964
F1,47,0,1548,1279,243.0,-0.0033953974524421693,36.88192152382065,-164.10167938573434
F1,47,1,1617,1325,245.0,-0.003391746621041037,36.88193685266572,-162.1127972729365
F1,47,2,2135,1224,82.0,-0.0033061293035790192,36.881989925777795,34.81938873155211
F1,47,3,1916,1745,89.0,-0.003404705121490979,36.88203393251511,41.80869806527285
F2,0,0,336,1243,61.0,-0.0058113139475749285,36.8750166553162,89.49663046014479
F2,0,1,602,1158,106.0,-0.005823826791055299,36.8750819421917,134.69240520011886
F2,0,2,1194,793,315.0,-0.005814652600830519,36.87524720922007,-16.3954928718977
F2,0,3,1241,859,340.0,-0.005833922915629427,36.87524954437979,8.44392078969872
F2,0,4,1095,1334,268.0,-0.005917247897222263,36.875165067291526,-63.34601253251541
F2,0,5,1104,1575,244.0,-0.0059690220256798324,36.875139581704374,-87.48317282706337
F2,0,6,1296,1748,255.0,-0.00602739953512946,36.875160092905176,-76.41237920774871
F2,0,7,1466,1303,335.0,-0.005953135190587244,36.87524618282891,3.476627358372927
F2,0,8,1526,1243,291.0,-0.005947361048316395,36.87526554551191,-40.31004559952838
F2,0,9,1565,1205,317.0,-0.005943818416839189,36.875278017695905,-14.406984329429843
F2,0,10,2590,1238,270.0,-0.006067950356830134,36.875488650427975,-61.338324437899026
F2,0,11,2346,1915,185.0,-0.006182604781428975,36.875360737388455,-146.67689446711015
F2,1,0,1106,640,306.0,-0.005771713210451167,36.875245418013705,-25.350774231854587
F2,1,1,1139,703,324.0,-0.005788751288126584,36.875245165733354,-7.4503581096657285
F2,1,2,621,1207,101.0,-0.005835653529049027,36.87507959107622,129.68900904985657
F2,1,3,895,1336,127.0,-0.005894141028706208,36.875122249332016,155.6449045771166
F2,1,4,1115,1353,265.0,-0.005922872130535232,36.87516633212622,-66.35894723041471
F2,1,5,1370,1029,307.0,-0.005883803316945453,36.8752564591661,-24.35509538670395
F2,1,6,1430,1089,333.0,-0.005903296494580134,36.875262194654105,1.489962956591951
F2,1,7,1479,1292,341.0,-0.005951642316860678,36.87524939040238,9.43755123393127
F2,1,8,1120,1591,218.0,-0.005973557274816354,36.87514035061324,-113.6410527334399
F2,1,9,1320,1767,224.0,-0.006033481069621368,36.87516219434558,-107.61067414080804
F2,1,10,2401,1183,277.0,-0.006034099089622415,36.87545460605174,-54.31786107536427
F2,1,11,2376,1989,240.0,-0.0062009531226452945,36.87535784793969,-91.51010457903331
F2,2,0,714,1251,108.0,-0.005854834060578717,36.87509401227115,136.69212571149887
F2,2,1,1090,1580,197.0,-0.005967094940136213,36.875135291980634,-134.6924051506915
F2,2,2,1095,1528,182.0,-0.005956717394652175,36.875142242855595,-149.66802367374999
F2,2,3,1126,1616,218.0,-0.005978790846717705,36.87513873327343,-113.64105271634256
F2,2,4,1312,1783,239.0,-0.006035219038403751,36.87515867092543,-92.51682712661122
F2,2,5,2376,2008,233.0,-0.006204237376783849,36.87535565705108,-98.55644055449321
F2,2,6,1068,607,329.0,-0.005759703931431774,36.87524118448877,-2.483285110449371
F2,2,7,1082,659,319.0,-0.005772253657516513,36.87523820749089,-12.418924940065077
F2,2,8,1200,793,319.0,-0.005813959216185559,36.87524767032461,-12.418924939185018
F2,2,9,1266,873,324.0,-0.0058383495655727315,36.875252389522,-7.450358066882176
F2,2,10,1370,1062,330.0,-0.0058900354250726985,36.87525267843807,-1.4899629566131338
F2,2,11,2223,1254,267.0,-0.006027982613278057,36.87540928109163,-64.35014215026999
F2,3,0,818,640,146.0,-0.005835969242283913,36.87510092786585,150.56500028933064
F2,3,1,964,1089,265.0,-0.0059460614463301975,36.87512740957097,-90.60404337551667
F2,3,2,961,1122,265.0,-0.005953900129792955,36.87512609341112,-90.60404337537409
F2,3,3,989,1150,247.0,-0.0059611133578837934,36.87513223450746,-108.71665120198918
F2,3,4,1090,1386,236.0,-0.006019425737054289,36.87515191812459,-119.7655687072295
F2,3,5,1433,234,342.0,-0.005750170104823989,36.875254479525,-13.512305453044426
F2,3,6,1411,278,346.0,-0.005760290372239299,36.87524844770494,-9.53691827059465
F2,3,7,1422,352,310.0,-0.005778194316744457,36.87524970845434,-45.40760547410592
F2,3,8,1441,409,355.0,-0.005792178954859644,36.87525318087577,-0.5959836707352153
F2,3,9,1449,502,317.0,-0.00581457265475523,36.87525338142624,-38.4124980969475
F2,3,10,1932,2082,254.0,-0.0062014132747022456,36.87533925897127,-101.67603852248605
F2,4,0,1543,588,158.0,-0.005822724413939745,36.87509684517271,146.77662940311004
F2,4,1,1573,1057,270.0,-0.005931893322509251,36.87512602279232,-101.47479880738886
F2,4,2,1575,1092,268.0,-0.005940051610690525,36.875128144290535,-103.48702041534533
F2,4,3,1597,1120,215.0,-0.005945608265475105,36.875134619829254,-156.54086546081462
F2,4,4,1647,1375,252.0,-0.006003362670482734,36.875158374977,-119.56487895503881
F2,4,5,2234,223,353.0,-0.005703797859491806,36.87524146095557,-18.285042842557754
F2,4,6,2201,360,0.0,-0.005737673040403179,36.87524020173309,-11.32566294834721
F2,4,7,2168,412,328.0,-0.005751504289122731,36.87523492800069,-43.20791283266057
F2,4,8,2190,486,340.0,-0.0057679082483863605,36.87524357609771,-31.229117829772562
F2,4,9,2157,541,294.0,-0.0057824469300068616,36.87523844405389,-77.31782019692665
F2,5,0,2267,168,346.0,-0.005689390667296839,36.87524504823857,-25.25119829783812
F2,5,1,2212,184,0.0,-0.005695778773497381,36.87523292113123,-11.325662907678293
F2,5,2,2105,214,308.0,-0.0057079407204695,36.875209275154575,-63.24560992235698
F2,5,3,2168,261,340.0,-0.005716028322536693,36.87522625158108,-31.229117831739565
F2,5,4,2187,505,310.0,-0.005772662789678453,36.87524222600085,-61.2379604900593
F2,5,5,1595,763,186.0,-0.005861650335353866,36.87511574566208,174.63593808739898
F2,5,6,1597,1018,268.0,-0.00592168703626936,36.875128257656534,-103.48702042503673
F2,5,7,1597,1054,234.0,-0.005930176231080385,36.87512995791956,-137.59169449103769
F2,5,8,1630,1084,240.0,-0.005935681481653506,36.87513910447329,-131.59098630586956
F2,5,9,1685,1331,268.0,-0.005991311659768119,36.87516365294662,-103.4870204102088
F2,6,0,1677,1317,276.0,-0.005988452937264666,36.875159148686485,-95.4361759800208
F2,6,1,1625,1081,206.0,-0.005935274036292436,36.87513582243505,-165.49360143680764
F2,6,2,1578,1057,218.0,-0.0059318493211606245,36.87512368000545,-153.55377014156247
F2,6,3,1589,1015,286.0,-0.00592142223440244,36.87512427292123,-85.3691326985317
F2,6,4,1606,966,210.0,-0.0059090591838870865,36.87512594062444,-161.51602882212313
F2,6,5,2190,478,331.0,-0.005766215498458987,36.87523968431281,-40.210153960495056
F2,6,6,2105,201,315.0,-0.005704937426281817,36.87520669198285,-56.22238086552038
F2,6,7,2160,201,330.0,-0.005702322295553202,36.87521957476264,-41.2091744261066
F2,6,8,2220,151,352.0,-0.005687678877318989,36.87523126722782,-19.27974139367637
F2,6,9,2269,149,349.0,-0.005684877411644555,36.8752426501544,-22.264734144727402
F2,7,0,2182,39,311.0,-0.005663661153144745,36.87521880744282,-60.234431306874825
F2,7,1,2193,91,316.0,-0.005675400297281061,36.87522383993426,-55.21990298695824
F2,7,2,2160,201,340.0,-0.005702908582084287,36.87522130551451,-31.2291178322226
F2,7,3,2105,198,312.0,-0.005704816279912007,36.87520828104613,-59.23110484766419
F2,7,4,2187,442,342.0,-0.0057584552336737175,36.87523901210457,-29.23569371369703
F2,7,5,1586,996,73.0,-0.005917670756055204,36.87512440361497,61.43869028885377
F2,7,6,1562,1035,257.0,-0.0059280085317205385,36.875120623989936,-114.54510331132877
F2,7,7,1567,1078,219.0,-0.0059379106641434445,36.87512382602146,-152.55770610018934
F2,7,8,1628,1089,203.0,-0.0059376041670651,36.875138633720226,-168.4755705631642
F2,7,9,1682,1320,259.0,-0.005989508917539619,36.875162192288734,-112.53591210380776
F2,7,10,2593,1465,319.0,-0.005980385433293862,36.875382426250354,-52.21380096207053
F2,8,0,70,1196,26.0,-0.005978553724717726,36.87473629146492,13.512305484508383
F2,8,1,75,1287,319.0,-0.005999703584967047,36.87474213533116,-53.21561043187255
F2,8,2,103,1218,30.0,-0.005982022482513966,36.874745133338045,17.489384368251223
F2,8,3,146,1240,43.0,-0.005984973991896505,36.87475631204283,30.431650497573226
F2,8,4,221,1276,72.0,-0.0059895639193483985,36.87477568790896,59.43175375399325
F2,8,5,2368,321,325.0,-0.005653839226987394,36.875228339124625,-47.208197746137415
F2,8,6,2349,354,328.0,-0.005662585515316971,36.875225594637506,-44.20763256543721
F2,8,7,2343,478,338.0,-0.005692067865158913,36.87523056348194,-34.22081680736518
F2,8,8,2294,486,316.0,-0.005696484446962549,36.87521952403546,-56.22238087150843
F2,8,9,2363,705,343.0,-0.005744436950423615,36.87524690008202,-29.235693777065315
F2,8,10,1773,1254,103.0,-0.005904111287866116,36.8751372338528,90.60404340112811
F2,8,11,1688,1298,279.0,-0.005918859254515552,36.8751196314411,-93.42285998550199
F2,8,12,1743,1350,223.0,-0.005928247807919746,36.875135155701145,-149.5683495106883
F2,8,13,1803,1356,211.0,-0.005926555865853775,36.87514948496251,-161.51602882594523
F2,8,14,1839,1589,273.0,-0.0059795089020814735,36.875169868764694,-99.46220938970156
F2,8,15,2656,1605,340.0,-0.005941013835647708,36.875361609967925,-32.22613873035872
F2,9,0,72,1202,16.0,-0.0059784842220239175,36.874736478385074,4.072645755230827
F2,9,1,125,1199,24.0,-0.005975135734772,36.87474877147971,12.02136201914532
F2,9,2,155,1232,36.0,-0.005981440477937139,36.87475744630196,23.956873311354315
F2,9,3,83,1281,307.0,-0.005996606261214877,36.874742968602,-64.75184563197061
F2,9,4,226,1276,59.0,-0.0059883029406318,36.874776289835644,46.90804636351077
F2,9,5,1773,1243,105.0,-0.005903460467489581,36.87513780833708,93.12085128065733
F2,9,6,1682,1281,304.0,-0.0059169728875883496,36.8751183263221,-67.76552519866868
F2,9,7,1737,1353,245.0,-0.005931249347959449,36.8751347990517,-127.0849561391234
F2,9,8,1795,1347,187.0,-0.005926942868710139,36.87514811746702,175.1326443742967
F2,9,9,1850,1575,271.0,-0.005978086396410699,36.87517230729693,-100.97168354922925
F2,9,10,2530,1986,0.0,-0.0060413515894486396,36.87535226568593,-11.822586191072535
F2,9,11,2585,1287,354.0,-0.005873419659366525,36.875330598131264,-17.787746068048072
F2,9,12,2354,313,331.0,-0.005654741074428253,36.87522818956074,-40.709635245019534
F2,9,13,2333,346,332.0,-0.005663585718815148,36.875224892373154,-39.71073045346728
F2,9,14,2335,439,342.0,-0.005685464558830372,36.875229962442766,-29.73397376530083
F2,9,15,2289,475,318.0,-0.005696263234903398,36.875220945028694,-53.716599855581414
F2,9,16,2354,675,357.0,-0.00574029157682124,36.87524609719094,-14.804648288034645
F2,10,0,583,1210,16.0,-0.005951941420941659,36.87473471016086,4.966696111255158
F2,10,1,637,1221,14.0,-0.005952060307346376,36.874747877729575,2.9799532067658925
F2,10,2,665,1243,34.0,-0.005955970113343515,36.87475544835713,22.86190428420694
F2,10,3,596,1298,308.0,-0.005972124786000741,36.87474177159006,-62.84401819417232
F2,10,4,736,1290,60.0,-0.005963809630607251,36.874774244737246,48.809360329616624
F2,10,5,2182,1262,328.0,-0.005890825790013151,36.87511213664551,-42.808090502995846
F2,10,6,2291,1240,87.0,-0.0058806276271643814,36.875136700241136,75.90939381875242
F2,10,7,2250,1345,229.0,-0.005907303946421023,36.875131870709566,-142.1865558768942
